id,name,place,location,landmark,ratings,info,price,tag,accessibility,occupancy,description,reviews,lat,lng,tax
326,"Jungle Jive Tree House | Rooms in a Homestay
Like a 3",Munnar,Munnar ,city centre,3.8,,"5,204",,,,,10,38.5,-0.5,"1,134"
327,Abad Copper Castle Hill Valley Resort,Munnar,Near Pothamedu Viewpoint ,city centre,4.2,,"4,910",,,,,366,10.08873,77.06269,
328,Chandys Windy Woods,Munnar,Chithirapuram ,city centre,4.8,,"9,000",,,,,355,10.08873,77.06269,
329,Elysium Garden,Munnar,Central Munnar ,Attukal Waterfalls,4,,"3,320",,,,,844,10.086504,77.069284,678
330,The Siena Village,Munnar,Chinnakanal ,city centre,4.4,,"3,974",,,,,551,10.08873,77.06269,865
331,"Munnar Ice Queen | Rooms & Cottages
Like a 3",Munnar,Muthuvaankudi ,city centre,4.7,,"2,410",,,,,112,,,596
332,Queen Of Munnar | Rooms in a Homestay,Munnar,Central Munnar ,Attukal Waterfalls,2.8,,978,,,,,252,10.08873,77.06269,156
333,Le Celestium,Munnar,Central Munnar ,Attukal Waterfalls,3.6,,"1,674",,,,,478,10.087304,77.0680277,378
334,Mercys Munnar Homestay | Room & Caretaker,Munnar,Munnar ,city centre,3.9,,930,,,,,48,,,290
335,Star Emirates Luxury Resort And Spa,Munnar,Ambazhachal ,city centre,4.2,,"2,832",,,,,289,10.08873,77.06269,875
336,The Hosteller Munnar,Munnar,Periyakanal-Muttukad Road ,city centre,4.2,,"3,629",,,,,142,10.08873,77.06269,792
337,ELEPHANT PASSAGE,Munnar,Anachal ,city centre,4.6,,"10,881",,,,,235,10.08873,77.06269,"2,925"
338,Dream Coconut Villa Resort,Munnar,Chithirapuram ,city centre,4.1,,"2,543",,,,,219,10.08873,77.06269,519
339,Fragrant Nature Munnar,Munnar,Pallivasal ,city centre,4.5,,"10,400",,,,,228,10.08873,77.06269,"1,872"
340,Munnar Castle,Munnar,Central Munnar ,Attukal Waterfalls,3.8,,"2,365",,,,,519,10.087636,77.068631,930
341,Westwood Riverside Garden Resort,Munnar,Moolakadai ,Attukal Waterfalls,3.4,,"2,428",,,,,301,10.08873,77.06269,711
342,Snow Line Resort,Munnar,Chithirapuram ,city centre,4.3,,"2,763",,,,,165,10.08873,77.06269,653
343,HOTEL WHITE HOUSE,Munnar,Anachal ,city centre,4.4,,"5,631",,,,,82,10.08873,77.06269,"1,346"
344,Green Trees,Munnar,Chithirapuram ,city centre,3.1,,"2,706",,,,,54,10.08873,77.06269,589
345,Munnar Summer Castle,Munnar,Ettycity Road ,city centre,4,,"2,930",,,,,40,10.08873,77.06269,599
346,Mountain Club Resort Munnar,Munnar,Chinnakanal ,city centre,4.3,,"9,417",,,,,420,10.08873,77.06269,"2,531"
347,AMUSE VISTA RESORTS AND SPA,Munnar,Anachal ,city centre,3.9,,"2,228",,,,,152,10.08873,77.06269,567
348,Grace Munnar,Munnar,Munnar ,city centre,3.9,,"1,814",,,,,43,10.102094,76.3601796,429
349,MehaKira Holiday Inn | Room & Caretaker,Munnar,Central Munnar ,Attukal Waterfalls,3.9,,"1,347",,,,,230,,,352
350,The Club Munnar,Munnar,Devikulam ,city centre,3.1,,"2,630",,,,,101,10.0351417,77.126755,557
351,Palmtree Leaf Munnar,Munnar,Ettycity Road ,city centre,4.2,,"2,696",,,,,113,10.08873,77.06269,638
352,Casa Montana,Munnar,Near Munnar Bus Stand ,Attukal Waterfalls,4.2,,"3,627",,,,,396,10.0738789,77.0610384,741
353,"Bison Valley Homestay | Rooms & Caretaker
Like a 3",Munnar,Bison Valley ,city centre,4.4,,"2,011",,,,,54,,,506
354,Munnar Tea Hills Resort,Munnar,Anachal ,city centre,4.1,,"4,519",,,,,443,10.08873,77.06269,923
355,SpiceTree Munnar Boutique Resort,Munnar,Periyakanal-Muttukad Road ,city centre,4.6,,"10,631",,,,,85,10.08873,77.06269,"3,038"
356,Southern Panorama Indriya Resorts,Munnar,Pottankadu ,city centre,4,,"3,412",,,,,89,10.08873,77.06269,953
357,La Flora Spicewood,Munnar,Suryanelli ,city centre,3.4,,"1,041",,,,,45,10.08873,77.06269,213
358,"Cloud Castle Resorts And Spa, Munnar",Munnar,Anachal ,city centre,4.2,,"3,349",,,,,103,10.08873,77.06269,860
359,Tea Garden Riverside,Munnar,Moolakadai ,Attukal Waterfalls,4.2,,"2,177",,,,,128,10.08873,77.06269,445
360,The Lake View Resort Munnar,Munnar,Anachal ,city centre,3.7,,"6,277",,,,,192,10.08873,77.06269,472
361,Ragamaya Resort & Spa Munnar,Munnar,Munnar ,city centre,4.3,,"6,057",,,,,336,,,"1,237"
362,"Dew Drops Farm Resorts | Rooms & Guided Treks
Like a 3",Munnar,Adimali ,city centre,4.3,,"1,719",,,,,437,,,410
363,Indrizzo Spice Valley Resort,Munnar,Chithirapuram ,city centre,3.5,,"1,674",,,,,52,10.08873,77.06269,342
364,Munnar Inn,Munnar,Central Munnar ,Attukal Waterfalls,3.6,,"2,046",,,,,232,10.0861,77.0601,484
365,The Wild Trails Munnar,Munnar,Mankulam ,city centre,4.7,,"7,374",,,,,51,10.08873,77.06269,"1,982"
366,Forest Haven Resort,Munnar,Kallar Vattiyar ,city centre,3.6,,"2,046",,,,,246,10.08873,77.06269,418
367,The Regalia Munnar,Munnar,Chinnakanal ,city centre,4.1,,"2,371",,,,,189,10.08873,77.06269,484
368,Mist Inn Resort,Munnar,Pallivasal ,city centre,3.6,,"3,255",,,,,100,10.08873,77.06269,665
369,Swiss County,Munnar,Chithirapuram ,city centre,4.5,,"3,447",,,,,328,10.08873,77.06269,847
370,The Fog Munnar (Resort & Spa),Munnar,Ettycity Road ,city centre,4.5,,"8,103",,,,,292,,,"2,178"
371,Skylark Holidays | Rooms & Caretaker,Munnar,Chinnakanal ,city centre,4.1,,"3,317",,,,,17,,,684
372,Deshadan Mountain Resort- The highest resort in Munnar,Munnar,Pallivasal ,city centre,4.3,,"3,953",,,,,395,10.08873,77.06269,808
373,Nature Zone Jungle Resort,Munnar,Pallivasal ,city centre,4.1,,"6,862",,,,,187,10.08873,77.06269,"2,124"
374,Lumino Highrange Homestay | Room & Guided Treks,Munnar,Moolakadai ,Attukal Waterfalls,3.2,,"1,014",,,,,221,,,223
375,HOTEL ANURAAG VILLA JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,1305,26.9272302,75.7892074,
376,HILTON JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,4358,26.973697,75.84438205,
377,"TRIDENT, JAIPUR",Jaipur,Jaipur,,,,4120.05,,,,,499,26.9573444,75.8428861,
378,THE FERN RESIDENCY JAIPUR,Jaipur,Jaipur,,,,2172.39,,,,,278,26.87435885,75.8164206,
379,"ITC RAJPUTANA, JAIPUR A LUXURY COLLECTION HOTEL JAIPUR",Jaipur,Jaipur,,,,3221.13,,,,,6189,26.9193125,75.7911748,
380,HOLIDAY INN JAIPUR CITY CENTRE JAIPUR,Jaipur,Jaipur,,,,4644.42,,,,,4392,26.90294,75.792486,
381,LEISURE INN GRAND CHANAKYA JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,1297,26.9165175,75.8078876,
382,RADISSON BLU JAIPUR,Jaipur,Jaipur,,,,4045.14,,,,,2239,26.8425131,75.7941252,
383,UMAID BHAWAN HERITAGE HOUSE HOTEL JAIPUR,Jaipur,Jaipur,,,,4045.14,,,,,3971,26.9285056,75.7924193,
384,PEARL PALACE HERITAGE JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,1467,26.9159108,75.792374,
385,SAROVAR PREMIERE JAIPUR,Jaipur,Jaipur,,,,2921.49,,,,,648,26.8819259,75.7975034,
386,VESTA INTERNATIONAL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,683,26.9146246,75.7912757,
387,IBIS JAIPUR,Jaipur,Jaipur,,,,1573.11,,,,,121,26.9080169,75.7799712,
388,RADISSON JAIPUR CITY CENTER JAIPUR,Jaipur,Jaipur,,,,4269.87,,,,,1172,26.92048907,75.7947166,
389,HOTEL DODA'S PALACE JAIPUR,Jaipur,Jaipur,,,,973.83,,,,,223,26.8950916,75.8266799,
390,CLARKS AMER JAIPUR,Jaipur,Jaipur,,,,4120.05,,,,,2149,26.8463761,75.8004811,
391,GOLDEN TULIP ESSENTIAL JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,321,26.9170093,75.8061355,
392,HOTEL MANSINGH JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,654,26.9193419,75.8010617,
393,UMAID MAHAL A HERITAGE STYLE BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,3071.31,,,,,2594,26.9281678,75.79072165,
394,SAMODE HAVELI JAIPUR,Jaipur,Jaipur,,,,7640.82,,,,,1832,26.9335552,75.8365222,
395,HOTEL MARIGOLD JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,454,26.7882441,75.8303263,
396,THE PARK CLASSIC JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,147,26.8728891,75.7770473,
397,"PARK INN BY RADISSON, JAIPUR",Jaipur,Jaipur,,,,3221.13,,,,,130,26.88782905,75.79421675,
398,SHAHPURA HOUSE JAIPUR,Jaipur,Jaipur,,,,3895.32,,,,,2429,26.927814,75.787741,
399,UJJWAL PREMIER HOTEL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,136,26.9210164,75.7946968,
400,WELCOMHERITAGE TRADITIONAL HAVELI JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,617,26.9266917,75.7904742,
401,LAXMI PALACE HERITAGE BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,551,26.9252671,75.8011534,
402,VESTA MAURYA PALACE JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,521,26.9154056,75.8110096,
403,HOTEL KALYAN JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,319,26.9161,75.796008,
404,GINGER JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,925,26.901433,75.7847186,
405,FORT CHANDRAGUPT JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,166,26.9235625,75.8016944,
406,"THE FERN AN ECOTEL HOTEL, JAIPUR",Jaipur,Jaipur,,,,4569.51,,,,,1371,26.8436693,75.7941375,
407,JAI MAHAL PALACE JAIPUR,Jaipur,Jaipur,,,,9363.75,,,,,3647,26.9121335,75.7851706,
408,HOTEL GOLDEN TULIP JAIPUR,Jaipur,Jaipur,,,,3146.22,,,,,1471,26.91666125,75.80563545,
409,RED FOX HOTEL JAIPUR,Jaipur,Jaipur,,,,3595.68,,,,,2744,26.8650608,75.8067423,
410,HOTEL ROYAL ORCHID JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,2143,26.844936,75.792987,
411,THE LALIT JAIPUR,Jaipur,Jaipur,,,,3820.41,,,,,2527,26.8395887,75.8075013,
412,BRIJNEST SUITES JAIPUR,Jaipur,Jaipur,,,,2172.39,,,,,147,26.8476857,75.8013546,
413,RENEST JAIPUR,Jaipur,Jaipur,,,,2247.3,,,,,313,26.8798567,75.7585536,
414,RAMADA BY WYNDHAM JAIPUR,Jaipur,Jaipur,,,,5468.43,,,,,217,26.86050525,75.76342725,
415,PARK PRIME JAIPUR,Jaipur,Jaipur,,,,2097.48,,,,,470,26.9087799,75.8026413,
416,SHIV VILAS JAIPUR,Jaipur,Jaipur,,,,13259.07,,,,,691,26.9873115,75.8506619,
417,"THE THEME, JAIPUR",Jaipur,Jaipur,,,,1722.93,,,,,578,26.8283289,75.7939768,
418,UMAID HAVELI HOTEL AND RESORTS JAIPUR,Jaipur,Jaipur,,,,4194.96,,,,,544,27.029806,75.8962882,
419,NAHAR SINGH HAVELI JAIPUR,Jaipur,Jaipur,,,,599.28,,,,,692,26.924634,75.7967434,
420,KHANDELA HAVELI JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,462,26.9317139,75.7914166,
421,DERA RAWATSAR JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,137,26.925017,75.8015132,
422,CLARION HOTEL BELLA CASA JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,832,26.8404241,75.7947605,
423,ROYALE LALIT HOTEL JAIPUR,Jaipur,Jaipur,,,,2397.12,,,,,450,26.911237,75.7521211,
424,HOTEL HOLIDAY HOME JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,117,26.9180154,75.791685,
425,BISSAU PALACE JAIPUR,Jaipur,Jaipur,,,,5093.88,,,,,300,26.9295858,75.8088254,
426,HOTEL RAJASTHAN PALACE JAIPUR,Jaipur,Jaipur,,,,2397.12,,,,,369,26.9007497,75.8211013,
427,THE BYKE GRASSFIELD JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,101,26.8929555,75.7584303,
428,CYGNET LITE GRAND JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,83,26.9287873,75.7917492,
429,GOLDEN EAGLE BY KESHAV GLOBAL HOTELS & SPA JAIPUR,Jaipur,Jaipur,,,,1797.84,,,,,200,26.8859198,75.7319666,
430,UMAID RESIDENCY A REGAL HERITAGE HOME HOTEL JAIPUR,Jaipur,Jaipur,,,,1947.66,,,,,320,27.0302628,75.8956798,
431,HOTEL PARK OCEAN JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,135,26.9475569,75.77332,
432,COUNTY INN HOTEL JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,200,26.9154203,75.7524099,
433,HOTEL DE NADA JAIPUR,Jaipur,Jaipur,,,,4869.15,,,,,800,26.8473802,75.8084428,
434,HOTEL SUGAN NIWAS PALACE JAIPUR,Jaipur,Jaipur,,,,11086.68,,,,,400,26.9251983,75.8007904,
435,"DEVI RATN, IHCL SELEQTIONS JAIPUR",Jaipur,Jaipur,,,,8165.19,,,,,700,26.9168242,75.8806512,
436,ARYA NIWAS JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,1611,26.9206312,75.8040946,
437,JAIPUR MARRIOTT HOTEL JAIPUR,Jaipur,Jaipur,,,,3221.13,,,,,3530,26.8417597,75.7961889,
438,ZOSTEL JAIPUR,Jaipur,Jaipur,,,,1198.56,,,,,137,26.9292998,75.8281061,
439,GRAND UNIARA. A HERITAGE HOTEL JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,208,26.8978723,75.8163869,
440,HOTEL SARANG PALACE JAIPUR,Jaipur,Jaipur,,,,1048.74,,,,,1377,26.9373377,75.7960777,
441,RAMBAGH PALACE JAIPUR,Jaipur,Jaipur,,,,23147.19,,,,,3305,26.8981053,75.8081498,
442,BUENA VISTA LUXURY GARDEN SPA RESORT JAIPUR,Jaipur,Jaipur,,,,13259.07,,,,,1500,26.9842515,75.9058284,
443,SAROVAR PORTICO JAIPUR,Jaipur,Jaipur,,,,3445.86,,,,,186,26.902599,75.7524281,
444,HOTEL SHIKHA JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,517,26.9061,75.7969864,
445,ALL SEASONS HOMESTAY JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,648,26.9161831,75.7963812,
446,ROYAL ORCHID CENTRAL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,1107,26.9247407,75.7936217,
447,SHAKUN HOTELS AND RESORTS JAIPUR,Jaipur,Jaipur,,,,2921.49,,,,,285,26.910814,75.8019579,
448,ROYAL HERITAGE HAVELI JAIPUR,Jaipur,Jaipur,,,,8689.56,,,,,700,26.9252792,75.7457239,
449,MILESTONE 251 JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,259,26.9267165,75.7898049,
450,HARI MAHAL PALACE JAIPUR,Jaipur,Jaipur,,,,2172.39,,,,,255,26.9106698,75.789367,
451,HOTEL PEARL PALACE JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,2333,26.9162153,75.7956004,
452,KRISHNA PALACE JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,658,26.9277706,75.786476,
453,HOTEL YASH REGENCY JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,115,26.9230839,75.7467762,
454,NAHARGARH HAVELI JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,2137,26.9146455,75.7925911,
455,SOUVENIR PEPPERMINT HOTEL JAIPUR,Jaipur,Jaipur,,,,7116.45,,,,,454,26.9400988,75.79529025,
456,NARAIN NIWAS PALACE JAIPUR,Jaipur,Jaipur,,,,5468.43,,,,,690,26.8982188,75.813938,
457,HOTEL RANGOLI JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,14,26.9165043,75.8107679,
458,"FOUR POINTS BY SHERATON JAIPUR, CITY SQUARE JAIPUR",Jaipur,Jaipur,,,,2172.39,,,,,2633,26.8646857,75.7960927,
459,HOTEL H R PALACE JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,481,26.9252909,75.7904205,
460,CHOKHI DHANI RESORT JAIPUR,Jaipur,Jaipur,,,,973.83,,,,,1144,26.7674854,75.8362399,
461,SAJJAN NIWAS JAIPUR,Jaipur,Jaipur,,,,1573.11,,,,,339,26.928346,75.792566,
462,RAMADA BY WYNDHAM JAIPUR JAISINGHPURA JAIPUR,Jaipur,Jaipur,,,,3895.32,,,,,970,26.8252613,75.6979265,
463,FLUTE BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,1797.84,,,,,312,26.9121913,75.7941699,
464,HOTEL REEVE INN JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,20,26.925094,75.790595,
465,5 BY OYO METROPOLITAN JAIPUR,Jaipur,Jaipur,,,,4719.33,,,,,1857,26.9025631,75.7936779,
466,INDANA PALACE JAIPUR,Jaipur,Jaipur,,,,5543.34,,,,,600,27.0150554,75.8814214,
467,REGENTA CENTRAL JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,397,26.95061045,75.79615625,
468,THE OBEROI RAJVILAS JAIPUR,Jaipur,Jaipur,,,,20375.52,,,,,2000,26.8759401,75.8837593,
469,THE TREE HOUSE RESORT JAIPUR,Jaipur,Jaipur,,,,13933.26,,,,,972,27.0349303,75.8710011,
470,CROWNE PLAZA JAIPUR TONK ROAD JAIPUR,Jaipur,Jaipur,,,,3146.22,,,,,927,26.7793728,75.8280431,
471,HOTEL CHITRAKATHA JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,469,26.9163549,75.7959152,
472,SURYAA VILLA JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,193,26.9006218,75.821393,
473,ALSISAR HAVELI JAIPUR,Jaipur,Jaipur,,,,3970.23,,,,,1334,26.9228227,75.8053469,
474,THE WALL STREET BUSINESS HOTEL JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,347,26.9176807,75.8116302,
475,BLUE BEDS JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,184,26.9024769,75.79427,
476,KK ROYAL HOTEL & CONVENTION CENTER JAIPUR,Jaipur,Jaipur,,,,3370.95,,,,,745,26.9901831,75.8649365,
477,NIRWANA HOMETEL JAIPUR A SAROVAR HOTEL JAIPUR,Jaipur,Jaipur,,,,2022.57,,,,,449,26.9211704,75.794891,
478,MOUSTACHE HOSTEL JAIPUR ,Jaipur,Jaipur,,,,973.83,,,,,678,26.9195383,75.7978272,
479,HOTEL MEGHNIWAS JAIPUR,Jaipur,Jaipur,,,,2846.58,,,,,658,26.930205,75.7881644,
480,"LEMON TREE PREMIER, JAIPUR",Jaipur,Jaipur,,,,2846.58,,,,,2281,26.9351975,75.7915031,
481,MANDAWA HAVELI JAIPUR,Jaipur,Jaipur,,,,2472.03,,,,,408,26.9224954,75.805494,
482,HOTEL SUNDER PALACE-A HERITAGE STYLED BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,973.83,,,,,1312,26.9168807,75.7951732,
483,LORDS PLAZA JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,682,26.9090308,75.8151314,
484,HOTEL MOON LIGHT PALACE JAIPUR,Jaipur,Jaipur,,,,599.28,,,,,530,26.9150958,75.778611,
485,HOTEL METROPOLITAN JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,133,26.9240465,75.7995771,
486,DEVRAJ NIWAS (STAY WELL PLANTED) JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,268,26.921515,75.793657,
487,LE AMOUR INN JAIPUR,Jaipur,Jaipur,,,,1423.29,,,,,267,26.8581821,75.7950953,
488,HOTEL VIJAY NIWAS JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,130,26.9209051,75.8043145,
489,DHULA GARH JAIPUR,Jaipur,Jaipur,,,,6666.99,,,,,200,26.9305368,76.1460763,
490,THE RAJ PALACE JAIPUR,Jaipur,Jaipur,,,,13783.44,,,,,564,26.935455,75.833753,
491,CLARKS INN JAIPUR,Jaipur,Jaipur,,,,1100,,,,,170,26.9334559,75.7943062,
492,HOTEL BHARAT PALACE JAIPUR,Jaipur,Jaipur,,,,299.64,,,,,7,26.91667605,75.78966505,
493,MAHAL KHANDELA A HERITAGE HOTEL & SPA JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,414,26.9319,75.788478,
494,HEIWA HEAVEN THE RESORT JAIPUR,Jaipur,Jaipur,,,,6741.9,,,,,400,26.9300633,75.8849302,
495,NIRBANA PALACE A HERITAGE HOTEL AND SPA JAIPUR,Jaipur,Jaipur,,,,2247.3,,,,,159,26.9216994,75.7947823,
496,JAIPUR HAVELI JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,48,26.9196626,75.8246636,
497,HOTEL LAXMI NIWAS JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,174,26.8883783,75.7694277,
498,KALYAN HERITAGE AND PARADISE JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,96,26.8187996,75.8592398,
499,VRISA JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,128,26.8433784,75.794634,
500,GYPSY MONKEY JAIPUR,Jaipur,Jaipur,,,,720,,,,,120,26.9226774,75.7984322,
501,HOTEL SUGANDH RETREAT JAIPUR,Jaipur,Jaipur,,,,599.28,,,,,204,26.9211516,75.8025678,
502,TRIMROOMS JAIPUR MOUNT BLUE JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,21,26.9463372,75.8394325,
503,THE HERITAGE VILLAGE RESORT JAIPUR,Jaipur,Jaipur,,,,2546.94,,,,,390,26.9230965,75.7192254,
504,OYO 1714 HOTEL RNB CITY CENTER JAIPUR,Jaipur,Jaipur,,,,2247.3,,,,,67,26.9180815,75.79196835,
505,SPOT ON 40724 KUKAS GUEST HOUSE JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,34,27.0088982,75.8825471,
506,HOTEL ARCO PALACE JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,260,26.9228217,75.7993629,
507,HATHI MAUJA JAIPUR,Jaipur,Jaipur,,,,3445.86,,,,,400,26.9958252,75.8827588,
508,HOTEL IMPERIAL JAIPUR,Jaipur,Jaipur,,,,973.83,,,,,31,26.9159266,75.8113095,
509,RATAN NIWAS JAIPUR,Jaipur,Jaipur,,,,524.37,,,,,105,26.9156418,75.7949142,
510,HOTEL RAGHURAJ PALACE JAIPUR,Jaipur,Jaipur,,,,1423.29,,,,,97,26.9374675,75.8000694,
511,HOTEL SILVER PRIDE JAIPUR,Jaipur,Jaipur,,,,1000,,,,,40,26.8525617,75.77943,
512,BHOLA BHAWAN BED AND BREAKFAST JAIPUR,Jaipur,Jaipur,,,,2621.85,,,,,285,26.911194,75.812712,
513,FABHOTEL SAPPHIRE INN JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,21,26.8755745,75.7499464,
514,HOTEL POLO INN AND SUITES JAIPUR,Jaipur,Jaipur,,,,1797.84,,,,,120,26.9133776,75.8083154,
515,HOTEL SAPPHIRE WORLD JAIPUR,Jaipur,Jaipur,,,,1273.47,,,,,70,26.8784518,75.7454227,
516,HOTEL METRO INN JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,12,26.9178929,75.7918352,
517,OYO 2326 HOTEL STAR PLAZA JAIPUR,Jaipur,Jaipur,,,,1123.65,,,,,40,26.9181747,75.7906055,
518,HOTEL GRAND MAPLE JAIPUR,Jaipur,Jaipur,,,,3071.31,,,,,350,26.782621,75.841631,
519,HOTEL GANDHARVA A GREEN HOTEL JAIPUR,Jaipur,Jaipur,,,,1648.02,,,,,234,26.9248395,75.8049566,
520,HOTEL MUSKAN PALACE JAIPUR,Jaipur,Jaipur,,,,824.01,,,,,128,26.9241704,75.7975225,
521,KISHANPURA HAVELI JAIPUR,Jaipur,Jaipur,,,,1947.66,,,,,10,26.92426245,75.7465906,
522,HOTEL GOLDEN HERITAGE JAIPUR,Jaipur,Jaipur,,,,374.55,,,,,49,26.923356,75.7921651,
523,BANI PARK HOTEL JAIPUR,Jaipur,Jaipur,,,,224.73,,,,,133,26.924765,75.789311,
524,REGENTA CENTRAL JAL MAHAL JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,150,26.9583617,75.84351,
525,HOUSE OF BACKPACKERS JAIPUR,Jaipur,Jaipur,,,,299.64,,,,,53,26.918728,75.8078,
526,KHATU HAVELI JAIPUR,Jaipur,Jaipur,,,,2621.85,,,,,244,26.9299491,75.8117547,
527,JWALA NIKETAN JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,234,26.9199985,75.800184,
528,JAIPUR JANTAR HOSTEL JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,61,26.9196467,75.8052469,
529,MOONLIGHT HOMESTAY & HOSTEL JAIPUR,Jaipur,Jaipur,,,,898.92,,,,,43,26.91532537,75.77862173,
530,HOTEL DIGGI PALACE JAIPUR,Jaipur,Jaipur,,,,6500,,,,,1111,26.9099024,75.8124713,
531,STERLING ATHARVA JAIPUR,Jaipur,Jaipur,,,,4494.6,,,,,86,26.8797626,75.5904691,
532,HOTEL RAYA INN JAIPUR,Jaipur,Jaipur,,,,1573.11,,,,,388,26.9212992,75.7877042,
533,SUNRISE HEALTH RESORT JAIPUR,Jaipur,Jaipur,,,,2846.58,,,,,221,26.99454905,75.823778,
534,TREEBO TREND WOODSVILLA SUITES JAIPUR,Jaipur,Jaipur,,,,1797.84,,,,,227,26.88978,75.808804,
535,HOTEL VIMAL HERITAGE JAIPUR,Jaipur,Jaipur,,,,1348.38,,,,,465,26.9287399,75.785706,
536,HOTEL SHYAM PARADISE BY TRICOLOUR HOSPITALITY JAIPUR,Jaipur,Jaipur,,,,2097.48,,,,,88,26.8954218,75.749436,
537,HOTEL MADHUBAN JAIPUR,Jaipur,Jaipur,,,,1722.93,,,,,471,26.929385,75.7903596,
538,HAVELI KALWARA JAIPUR,Jaipur,Jaipur,,,,2322.21,,,,,127,26.9186983,75.8128345,
539,R4 A BOUTIQUE HOTEL JAIPUR,Jaipur,Jaipur,,,,3071.31,,,,,55,26.88521075,75.79055785,
540,GOLDEN HOTEL JAIPUR,Jaipur,Jaipur,,,,1498.2,,,,,290,26.9219665,75.7978807,
541,VILLA 243 JAIPUR,Jaipur,Jaipur,,,,2771.67,,,,,83,26.888395,75.7660865,
542,HOTEL HAYAT RABBANI JAIPUR,Jaipur,Jaipur,,,,749.1,,,,,177,26.9246312,75.7971233,
543,DOONGRI HAVELI JAIPUR,Jaipur,Jaipur,,,,973.83,,,,,47,26.9189531,75.8132255,
544,JAIPUR HOTEL NEW JAIPUR,Jaipur,Jaipur,,,,1573.11,,,,,43,26.9293887,75.81380235,
545,NANUS HOSTEL JAIPUR,Jaipur,Jaipur,,,,449.46,,,,,73,26.9246655,75.7898738,
546,TGI APPLE INN JAIPUR,Jaipur,Jaipur,,,,1872.75,,,,,82,26.8913112,75.7426438,
547,RUDRA VILAS JAIPUR,Jaipur,Jaipur,,,,2300,,,,,400,26.8337249,75.7676625,
